row_rank,page_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls
154,154,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05475784862302470145,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05475784862302470145?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
155,155,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05475784862302470145,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05475784862302470145?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
156,156,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05827657419601215489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05827657419601215489?region=IN,YouTubeVideo,2026-06-29,"2356,2528",0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
157,157,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05827657419601215489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05827657419601215489?region=IN,YouTubeVideo,2026-06-29,"2356,2528",1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
158,158,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05827657419601215489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05827657419601215489?region=IN,YouTubeVideo,2026-06-29,"2356,2528",2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
159,159,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05827657419601215489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05827657419601215489?region=IN,YouTubeVideo,2026-06-29,"2356,2528",3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
160,160,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05827657419601215489,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05827657419601215489?region=IN,YouTubeVideo,2026-06-29,"2356,2528",4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
161,161,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05844354147914088449,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05844354147914088449?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
162,162,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05844354147914088449,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05844354147914088449?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
163,163,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05844354147914088449,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05844354147914088449?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
164,164,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05844354147914088449,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05844354147914088449?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
165,165,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05856975278680571905,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05856975278680571905?region=IN,YouTubeVideo,2026-06-29,"2528,2356,2250,2642",0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
166,166,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05856975278680571905,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05856975278680571905?region=IN,YouTubeVideo,2026-06-29,"2528,2356,2250,2642",1,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
167,167,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05856975278680571905,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05856975278680571905?region=IN,YouTubeVideo,2026-06-29,"2528,2356,2250,2642",2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
168,168,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05856975278680571905,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05856975278680571905?region=IN,YouTubeVideo,2026-06-29,"2528,2356,2250,2642",3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
169,169,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05856975278680571905,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05856975278680571905?region=IN,YouTubeVideo,2026-06-29,"2528,2356,2250,2642",4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
170,170,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05891505535840157697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05891505535840157697?region=IN,YouTubeVideo,2026-06-29,2356,0,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
171,171,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05891505535840157697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05891505535840157697?region=IN,YouTubeVideo,2026-06-29,2356,1,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
172,172,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05891505535840157697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05891505535840157697?region=IN,YouTubeVideo,2026-06-29,2356,2,4,इंस्टॉल करें,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
173,173,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR05891505535840157697,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR05891505535840157697?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
174,174,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06309566519877566465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06309566519877566465?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
175,175,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06309566519877566465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06309566519877566465?region=IN,YouTubeVideo,2026-06-29,2356,1,5,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
176,176,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06309566519877566465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06309566519877566465?region=IN,YouTubeVideo,2026-06-29,2356,2,5,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
177,177,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06309566519877566465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06309566519877566465?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
178,178,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06309566519877566465,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06309566519877566465?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
179,179,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06325611967939608577,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06325611967939608577?region=IN,YouTubeVideo,2026-06-29,2356,0,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
180,180,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06325611967939608577,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06325611967939608577?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
181,181,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06325611967939608577,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06325611967939608577?region=IN,YouTubeVideo,2026-06-29,2356,2,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
182,182,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06325611967939608577,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06325611967939608577?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
183,183,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06488745408641105921,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06488745408641105921?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
184,184,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06488745408641105921,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06488745408641105921?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
185,185,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06488745408641105921,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06488745408641105921?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
186,186,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06488745408641105921,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06488745408641105921?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
187,187,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06536991703990009857,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06536991703990009857?region=IN,YouTubeVideo,2026-06-29,"2250,2356,2528",0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
188,188,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06536991703990009857,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06536991703990009857?region=IN,YouTubeVideo,2026-06-29,"2250,2356,2528",1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
189,189,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06536991703990009857,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06536991703990009857?region=IN,YouTubeVideo,2026-06-29,"2250,2356,2528",2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
190,190,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06536991703990009857,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06536991703990009857?region=IN,YouTubeVideo,2026-06-29,"2250,2356,2528",3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
191,191,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06613274489285246977,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06613274489285246977?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
192,192,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06613274489285246977,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06613274489285246977?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
193,193,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06613274489285246977,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06613274489285246977?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
194,194,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06613274489285246977,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06613274489285246977?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
195,195,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06759873706056482817,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06759873706056482817?region=IN,YouTubeVideo,2026-06-29,2356,0,5,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
196,196,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06759873706056482817,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06759873706056482817?region=IN,YouTubeVideo,2026-06-29,2356,1,5,⁦Seekho⁩,Seekho: Short Learning Videos | ഇംഗ്ലീഷ് കോൺഫിഡന്റ് ആക്കൂ,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
197,197,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06759873706056482817,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06759873706056482817?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
198,198,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06759873706056482817,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06759873706056482817?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
199,199,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06759873706056482817,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06759873706056482817?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
200,200,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06823254821911396353,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06823254821911396353?region=IN,YouTubeVideo,2026-06-29,2356,0,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
201,201,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06823254821911396353,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06823254821911396353?region=IN,YouTubeVideo,2026-06-29,2356,1,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
202,202,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06823254821911396353,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06823254821911396353?region=IN,YouTubeVideo,2026-06-29,2356,2,5,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
203,203,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06823254821911396353,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06823254821911396353?region=IN,YouTubeVideo,2026-06-29,2356,3,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
204,204,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06823254821911396353,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06823254821911396353?region=IN,YouTubeVideo,2026-06-29,2356,4,5,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
205,205,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06949839628522225665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06949839628522225665?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
206,206,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06949839628522225665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06949839628522225665?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
207,207,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06949839628522225665,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06949839628522225665?region=IN,YouTubeVideo,2026-06-29,2356,2,3,⁦Seekho⁩,Seekho: Short Learning Videos | Kaise kare PAN Aadhaar link,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
208,208,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06951888886268166145,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06951888886268166145?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
209,209,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06951888886268166145,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06951888886268166145?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
210,210,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06951888886268166145,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06951888886268166145?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
211,211,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR06951888886268166145,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR06951888886268166145?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
212,212,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07160685001921527809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07160685001921527809?region=IN,YouTubeVideo,2026-06-29,2356,0,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
213,213,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07160685001921527809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07160685001921527809?region=IN,YouTubeVideo,2026-06-29,2356,1,3,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
214,214,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07160685001921527809,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07160685001921527809?region=IN,YouTubeVideo,2026-06-29,2356,2,3,⁦Seekho⁩,Seekho: Short Learning Videos | Channel Monetise Karo Fast,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
215,215,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07420450396419653633,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07420450396419653633?region=IN,YouTubeVideo,2026-06-29,2356,0,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
216,216,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07420450396419653633,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07420450396419653633?region=IN,YouTubeVideo,2026-06-29,2356,1,4,ఇన్\u200cస్టాల్ చేయండి,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
217,217,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07420450396419653633,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07420450396419653633?region=IN,YouTubeVideo,2026-06-29,2356,2,4,⁦Seekho⁩,Seekho: Short Learning Videos | Start a successful business,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
218,218,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07420450396419653633,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07420450396419653633?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
219,219,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07815797394372558849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07815797394372558849?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
220,220,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07815797394372558849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07815797394372558849?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
221,221,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07815797394372558849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07815797394372558849?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
222,222,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07815797394372558849,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07815797394372558849?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
223,223,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07934513863846789121,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07934513863846789121?region=IN,YouTubeVideo,2026-06-29,2356,0,4,⁦Seekho⁩,Seekho: Short Learning Videos | ಕರಿಯರ್ ಮತ್ತು ಬಿಸಿನೆಸ್\u200cಗೆ ದಾರಿ,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
224,224,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07934513863846789121,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07934513863846789121?region=IN,YouTubeVideo,2026-06-29,2356,1,4,⁦Seekho⁩,Seekho: Short Learning Videos | ಇಂದೇ ಭವಿಷ್ಯ ತಿಳಿದುಕೊಳ್ಳಿ,,,https://ads-rendering-prod.corp.google.com/search,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
225,225,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07934513863846789121,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07934513863846789121?region=IN,YouTubeVideo,2026-06-29,2356,2,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
226,226,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR07934513863846789121,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR07934513863846789121?region=IN,YouTubeVideo,2026-06-29,2356,3,4,,,,,,,,,,,,,,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
227,227,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08031063946976821249,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08031063946976821249?region=IN,YouTubeVideo,2026-06-29,2356,0,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
228,228,English Seekho,AR02289573295139323905,Keyaro Edutech Private Limited,India,IN,CR08031063946976821249,https://adstransparency.google.com/advertiser/AR02289573295139323905/creative/CR08031063946976821249?region=IN,YouTubeVideo,2026-06-29,2356,1,4,,,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-29,2026-06-29,,,,
