row_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls,page_rank
140,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05132609759807012865,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05132609759807012865?region=IN,YouTubeVideo,2026-04-27,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,140
141,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05212164141950697473,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05212164141950697473?region=IN,YouTubeVideo,2026-06-15,"2586,2356,2050,2524",0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,141
142,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05212164141950697473,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05212164141950697473?region=IN,YouTubeVideo,2026-06-15,"2586,2356,2050,2524",1,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,142
143,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05212164141950697473,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05212164141950697473?region=IN,YouTubeVideo,2026-06-15,"2586,2356,2050,2524",2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,143
144,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05212164141950697473,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05212164141950697473?region=IN,YouTubeVideo,2026-06-15,"2586,2356,2050,2524",3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,144
146,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05286711786228154369,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05286711786228154369?region=IN,YouTubeVideo,2026-06-15,2356,0,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,146
147,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05286711786228154369,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05286711786228154369?region=IN,YouTubeVideo,2026-06-15,2356,1,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,147
148,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05286711786228154369,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05286711786228154369?region=IN,YouTubeVideo,2026-06-15,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,148
149,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05294247040061014017,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05294247040061014017?region=IN,YouTubeVideo,2026-06-14,2356,0,4,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,149
150,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05294247040061014017,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05294247040061014017?region=IN,YouTubeVideo,2026-06-14,2356,1,4,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,150
151,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05294247040061014017,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05294247040061014017?region=IN,YouTubeVideo,2026-06-14,2356,2,4,ഇന്\u200dസ്റ്റാള്\u200d ചെയ്യുക,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,151
152,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05294247040061014017,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05294247040061014017?region=IN,YouTubeVideo,2026-06-14,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,152
153,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05345301805934837761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05345301805934837761?region=IN,YouTubeVideo,2026-06-14,2356,0,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,153
154,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05345301805934837761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05345301805934837761?region=IN,YouTubeVideo,2026-06-14,2356,1,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,154
155,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05345301805934837761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05345301805934837761?region=IN,YouTubeVideo,2026-06-14,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,155
158,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05353549448813215745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05353549448813215745?region=IN,YouTubeVideo,2025-10-05,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,158
159,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05353549448813215745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05353549448813215745?region=IN,YouTubeVideo,2025-10-05,2356,1,4,Installed,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,159
160,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05353549448813215745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05353549448813215745?region=IN,YouTubeVideo,2025-10-05,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,160
161,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05353549448813215745,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05353549448813215745?region=IN,YouTubeVideo,2025-10-05,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,161
162,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05579308323053764609,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05579308323053764609?region=IN,YouTubeVideo,2025-10-05,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,162
163,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05579308323053764609,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05579308323053764609?region=IN,YouTubeVideo,2025-10-05,2356,1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,163
164,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05579308323053764609,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05579308323053764609?region=IN,YouTubeVideo,2025-10-05,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,164
165,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05579308323053764609,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05579308323053764609?region=IN,YouTubeVideo,2025-10-05,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,165
166,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05600036659857981441,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05600036659857981441?region=IN,YouTubeVideo,2026-06-14,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,166
167,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05600036659857981441,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05600036659857981441?region=IN,YouTubeVideo,2026-06-14,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,167
168,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05600036659857981441,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05600036659857981441?region=IN,YouTubeVideo,2026-06-14,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,168
169,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05600036659857981441,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05600036659857981441?region=IN,YouTubeVideo,2026-06-14,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,169
170,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05635146333875601409,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05635146333875601409?region=IN,YouTubeVideo,2026-05-15,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,170
171,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05635146333875601409,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05635146333875601409?region=IN,YouTubeVideo,2026-05-15,2356,1,4,Work life ke liye smart English sikho. Abhi free mein try karo.,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,171
172,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05635146333875601409,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05635146333875601409?region=IN,YouTubeVideo,2026-05-15,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,172
173,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05635146333875601409,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05635146333875601409?region=IN,YouTubeVideo,2026-05-15,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,173
174,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05803348385742192641,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05803348385742192641?region=IN,YouTubeVideo,2026-06-14,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,174
175,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05803348385742192641,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05803348385742192641?region=IN,YouTubeVideo,2026-06-14,2356,1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,175
176,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05803348385742192641,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05803348385742192641?region=IN,YouTubeVideo,2026-06-14,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,176
177,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR05803348385742192641,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR05803348385742192641?region=IN,YouTubeVideo,2026-06-14,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,177
178,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06114939260815540225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06114939260815540225?region=IN,YouTubeVideo,2025-10-05,2356,0,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,178
179,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06114939260815540225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06114939260815540225?region=IN,YouTubeVideo,2025-10-05,2356,1,3,Installed,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,179
180,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06114939260815540225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06114939260815540225?region=IN,YouTubeVideo,2025-10-05,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,180
181,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06118408769756987393,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06118408769756987393?region=IN,YouTubeVideo,2026-03-27,2356,0,6,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,181
182,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06118408769756987393,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06118408769756987393?region=IN,YouTubeVideo,2026-03-27,2356,1,6,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,182
183,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06118408769756987393,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06118408769756987393?region=IN,YouTubeVideo,2026-03-27,2356,2,6,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,183
184,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06118408769756987393,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06118408769756987393?region=IN,YouTubeVideo,2026-03-27,2356,3,6,MySivi app se fluency badhao. Daily practice aur track karo. Start karo abhi.,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,184
185,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06118408769756987393,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06118408769756987393?region=IN,YouTubeVideo,2026-03-27,2356,4,6,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,185
186,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06118408769756987393,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06118408769756987393?region=IN,YouTubeVideo,2026-03-27,2356,5,6,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,186
187,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06200431649994309633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06200431649994309633?region=IN,YouTubeVideo,2026-05-15,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,187
188,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06200431649994309633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06200431649994309633?region=IN,YouTubeVideo,2026-05-15,2356,1,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,188
189,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06200431649994309633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06200431649994309633?region=IN,YouTubeVideo,2026-05-15,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,189
190,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06200431649994309633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06200431649994309633?region=IN,YouTubeVideo,2026-05-15,2356,3,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,190
191,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06200431649994309633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06200431649994309633?region=IN,YouTubeVideo,2026-05-15,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,191
192,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06742815444576501761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06742815444576501761?region=IN,YouTubeVideo,2026-06-14,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,192
193,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06742815444576501761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06742815444576501761?region=IN,YouTubeVideo,2026-06-14,2356,1,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,193
194,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06742815444576501761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06742815444576501761?region=IN,YouTubeVideo,2026-06-14,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,194
195,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06742815444576501761,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06742815444576501761?region=IN,YouTubeVideo,2026-06-14,2356,3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,195
197,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06848845680169975809,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06848845680169975809?region=IN,YouTubeVideo,2026-05-15,2356,0,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,197
198,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06848845680169975809,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06848845680169975809?region=IN,YouTubeVideo,2026-05-15,2356,1,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,198
199,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06848845680169975809,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06848845680169975809?region=IN,YouTubeVideo,2026-05-15,2356,2,4,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,199
200,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06848845680169975809,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06848845680169975809?region=IN,YouTubeVideo,2026-05-15,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,200
201,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06894171947513413633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06894171947513413633?region=IN,YouTubeVideo,2025-10-06,2356,0,3,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,201
202,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06894171947513413633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06894171947513413633?region=IN,YouTubeVideo,2025-10-06,2356,1,3,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,202
203,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06894171947513413633,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06894171947513413633?region=IN,YouTubeVideo,2025-10-06,2356,2,3,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,203
204,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06921612527927296001,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06921612527927296001?region=IN,YouTubeVideo,2026-06-14,2356,0,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,204
205,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06921612527927296001,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06921612527927296001?region=IN,YouTubeVideo,2026-06-14,2356,1,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,205
206,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06921612527927296001,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06921612527927296001?region=IN,YouTubeVideo,2026-06-14,2356,2,5,,,,,,,,,,,,,00:00,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,206
207,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06921612527927296001,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06921612527927296001?region=IN,YouTubeVideo,2026-06-14,2356,3,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,207
208,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR06921612527927296001,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR06921612527927296001?region=IN,YouTubeVideo,2026-06-14,2356,4,5,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,208
209,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07014545930766516225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07014545930766516225?region=IN,YouTubeVideo,2026-06-14,2356,0,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,209
210,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07014545930766516225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07014545930766516225?region=IN,YouTubeVideo,2026-06-14,2356,1,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,210
211,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07014545930766516225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07014545930766516225?region=IN,YouTubeVideo,2026-06-14,2356,2,3,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,211
203,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07014545930766516225,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07014545930766516225?region=IN,YouTubeVideo,2026-05-31,2356,3,4,,,,,,,,,,,,,,2026-06-01,html5-banner-no-mp4,,2026-06-01,2026-06-01,,,,,
212,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07058426752636289025,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07058426752636289025?region=IN,YouTubeVideo,2026-06-14,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,212
213,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07058426752636289025,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07058426752636289025?region=IN,YouTubeVideo,2026-06-14,2356,1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,213
214,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07058426752636289025,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07058426752636289025?region=IN,YouTubeVideo,2026-06-14,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,214
215,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07058426752636289025,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07058426752636289025?region=IN,YouTubeVideo,2026-06-14,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,215
216,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07058426752636289025,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07058426752636289025?region=IN,YouTubeVideo,2026-06-01,2356,4,5,,,,,,,,,,,,,,2026-06-01,html5-banner-no-mp4,,2026-06-01,2026-06-01,,,,,
216,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07153038491255832577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07153038491255832577?region=IN,YouTubeVideo,2025-09-27,2356,0,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,216
217,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07153038491255832577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07153038491255832577?region=IN,YouTubeVideo,2025-09-27,2356,1,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,217
218,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07153038491255832577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07153038491255832577?region=IN,YouTubeVideo,2025-09-27,2356,2,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,218
219,MySivi,AR00309923070552834049,NinjaSalary Financial Services Private Limited,India,IN,CR07153038491255832577,https://adstransparency.google.com/advertiser/AR00309923070552834049/creative/CR07153038491255832577?region=IN,YouTubeVideo,2025-09-27,2356,3,4,,,,,,,,,,,,,,2026-06-15,html5-banner-no-mp4,,2026-06-01,2026-06-15,,,,,219
